kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
K00659.01,Kepler-637 b,CONFIRMED,23.20584623,5.37E-05,-5.37E-05,0.1081,0.3328,-0.1079,4.2998,0.0554,-0.0554,3.48E+02,7.80E+00,-7.80E+00,0.017269,3.86E-04,-2.93E-04,2.54884,0.19202,-0.69849,2.76,1.64E+00,-5.60E-01,0.1734,,,862,,,130.61,232.28,-59.2,41.71,3.1,-3.1,48.3,1,6722,159,-249,4.216,0.132,-0.33,-0.14,0.24,-0.34,1.466,0.866,-0.297,1.296,0.277,-0.238
K00660.01,Kepler-638 b,CONFIRMED,6.07972888,1.51E-05,-1.51E-05,0.8801,0.0009,-0.628,7.3431,0.0761,-0.0761,2.90E+02,4.20E+00,-4.20E+00,0.018279,1.49E-04,-2.43E-03,0.01958,0.10298,-0.00064,3.18,2.14E+00,-1.56E+00,0.0617,,,1221,,,524.78,1151.61,-402.73,3.37,1.6,-1.6,79,1,5446,182,-152,3.961,0.56,-0.343,-0.36,0.38,-0.28,1.593,1.073,-0.78,0.848,0.14,-0.097
K00661.01,Kepler-204 b,CONFIRMED,14.40094471,3.58E-05,-3.58E-05,0.733,0.1156,-0.5062,3.9562,0.0652,-0.0652,3.96E+02,9.90E+00,-9.90E+00,0.019648,9.53E-04,-1.34E-03,0.70051,1.21269,-0.04643,2.23,8.70E-01,-2.60E-01,0.1156,,,806,,,99.58,113.12,-30.74,19.73,8.5,-8.5,43.7,2,6095,150,-182,4.402,0.081,-0.27,-0.22,0.28,-0.3,1.038,0.407,-0.121,0.992,0.154,-0.114
K00661.02,Kepler-204 c,CONFIRMED,25.661658,2.53E-04,-2.53E-04,0.2934,0.1789,-0.2934,4.385,0.251,-0.251,1.69E+02,1.20E+01,-1.20E+01,0.012017,5.40E-04,-5.94E-04,2.33315,0.66269,-0.8655,1.36,5.40E-01,-1.60E-01,0.1699,,,665,,,46.1,52.37,-14.23,43.3,12.3,-12.3,15,2,6095,150,-182,4.402,0.081,-0.27,-0.22,0.28,-0.3,1.038,0.407,-0.121,0.992,0.154,-0.114
K00662.01,Kepler-639 b,CONFIRMED,10.21420496,2.13E-05,-2.13E-05,0.5706,0.0131,-0.5115,5.8558,0.0659,-0.0659,3.12E+02,4.70E+00,-4.70E+00,0.016734,2.07E-03,-5.65E-04,0.25739,0.16583,-0.0834,2.17,3.40E-01,-3.00E-01,0.0915,,,929,,,176.4,78.61,-55.74,11.24,3.6,-3.6,77.7,1,5850,110,-122,4.28,0.129,-0.111,-0.04,0.14,-0.16,1.187,0.188,-0.163,0.98,0.075,-0.07
K00663.01,Kepler-205 b,CONFIRMED,2.755637103,1.72E-06,-1.72E-06,0.6227,0.0135,-0.4739,1.8503,0.0353,-0.0353,5.46E+02,6.10E+00,-6.10E+00,0.022359,1.69E-03,-9.25E-04,1.97675,1.81933,-0.17398,1.17,1.50E-01,-1.40E-01,0.0307,,,669,,,47.27,15.74,-13.18,9.26,4.3,-4.3,99.7,2,3834,50,-57,4.783,0.075,-0.075,-0.25,0.1,-0.1,0.48,0.06,-0.06,0.51,0.06,-0.06
K00663.02,Kepler-205 c,CONFIRMED,20.30655662,2.78E-05,-2.78E-05,0.3668,0.0857,-0.3668,2.7102,0.0515,-0.0515,7.11E+02,1.20E+01,-1.20E+01,0.024628,2.94E-04,-6.23E-04,7.53564,2.21232,-1.19431,1.29,1.60E-01,-1.60E-01,0.1164,,,343,,,3.29,1.09,-0.92,54.8,16.1,-16.1,76.7,2,3834,50,-57,4.783,0.075,-0.075,-0.25,0.1,-0.1,0.48,0.06,-0.06,0.51,0.06,-0.06
K00664.01,Kepler-206 c,CONFIRMED,13.13745719,4.22E-05,-4.22E-05,0.2236,0.2067,-0.2236,4.8346,0.07,-0.07,2.21E+02,5.40E+00,-5.40E+00,0.013552,4.08E-04,-1.98E-04,0.9486,0.14199,-0.20872,1.57,2.80E-01,-1.60E-01,0.1084,,,795,,,94.33,47.9,-23.89,20.53,3.1,-3.1,42.3,3,5762,113,-119,4.38,0.087,-0.141,0.06,0.12,-0.16,1.06,0.192,-0.105,0.981,0.059,-0.065
K00664.02,Kepler-206 b,CONFIRMED,7.78200916,3.69E-05,-3.69E-05,0.3535,0.092,-0.3535,3.87,0.122,-0.122,1.08E+02,4.80E+00,-4.80E+00,0.00955,2.36E-04,-4.11E-04,0.96059,0.28743,-0.25127,1.11,2.00E-01,-1.10E-01,0.0765,,,946,,,189.4,96.18,-47.97,14.54,4.4,-4.4,26.7,3,5762,113,-119,4.38,0.087,-0.141,0.06,0.12,-0.16,1.06,0.192,-0.105,0.981,0.059,-0.065
K00664.03,Kepler-206 d,CONFIRMED,23.4432353,2.64E-04,-2.64E-04,0.2256,0.2296,-0.2255,5.491,0.285,-0.285,8.11E+01,6.60E+00,-6.60E+00,0.008207,4.83E-04,-4.00E-04,1.13394,0.22139,-0.41556,0.95,1.70E-01,-9.00E-02,0.1595,,,655,,,43.57,22.12,-11.04,32.06,6.3,-6.3,11.5,3,5762,113,-119,4.38,0.087,-0.141,0.06,0.12,-0.16,1.06,0.192,-0.105,0.981,0.059,-0.065
K00665.01,Kepler-207 d,CONFIRMED,5.868068017,5.76E-06,-5.76E-06,0.0587,0.2913,-0.0586,3.9642,0.0315,-0.0315,4.36E+02,4.00E+00,-4.00E+00,0.019111,2.82E-04,-1.12E-04,0.84003,0.0016,-0.25185,2.31,1.21E+00,-2.70E-01,0.0651,,,1112,,,361.97,554.67,-114.55,11.5206,0.0219,-0.0219,113.5,3,6110,143,-191,4.377,0.083,-0.31,-0.02,0.2,-0.3,1.109,0.576,-0.132,1.065,0.24,-0.12
K00665.02,Kepler-207 b,CONFIRMED,1.611887177,3.50E-06,-3.50E-06,0.1519,0.3113,-0.1518,3.0391,0.0529,-0.0529,9.56E+01,2.50E+00,-2.50E+00,0.008971,2.48E-04,-1.79E-04,0.4966,0.03757,-0.15888,1.09,5.60E-01,-1.30E-01,0.0275,,,1712,,,2028.48,3108.36,-641.96,4.086,0.309,-0.309,42.3,3,6110,143,-191,4.377,0.083,-0.31,-0.02,0.2,-0.3,1.109,0.576,-0.132,1.065,0.24,-0.12
K00665.03,Kepler-207 c,CONFIRMED,3.071545396,9.91E-06,-9.91E-06,0.2451,0.2224,-0.245,4.0854,0.0746,-0.0746,9.08E+01,2.80E+00,-2.80E+00,0.008769,2.88E-04,-1.70E-04,0.36246,0.0542,-0.09974,1.06,5.50E-01,-1.20E-01,0.0423,,,1380,,,857.34,1313.76,-271.32,5.654,0.846,-0.846,34.4,3,6110,143,-191,4.377,0.083,-0.31,-0.02,0.2,-0.3,1.109,0.576,-0.132,1.065,0.24,-0.12
K00666.01,Kepler-640 b,CONFIRMED,22.24813967,3.52E-05,-3.52E-05,0.7533,0.0042,-0.5386,3.9565,0.0704,-0.0704,6.42E+02,9.60E+00,-9.60E+00,0.025228,4.50E-05,-2.07E-03,1.02047,1.87933,-0.11388,2.73,3.40E-01,-1.50E-01,0.1602,,,631,,,37.41,13.99,-6.89,29.9,13.8,-13.8,74.5,1,5749,119,-130,4.49,0.027,-0.109,0.36,0.06,-0.2,0.991,0.124,-0.054,1.104,0.024,-0.099
K00670.01,Kepler-641 b,CONFIRMED,9.48961571,2.40E-05,-2.40E-05,0.4764,0.0096,-0.4437,3.5282,0.0578,-0.0578,2.72E+02,7.50E+00,-7.50E+00,0.015331,4.90E-05,-6.96E-04,1.31634,0.70985,-0.01476,2.02,3.30E-01,-2.90E-01,0.0879,,,926,,,173.79,81.43,-54.9,18.44,5,-5,42.3,1,5672,106,-111,4.279,0.124,-0.115,0.2,0.12,-0.14,1.204,0.202,-0.168,1.005,0.073,-0.066
K00671.01,Kepler-208 b,CONFIRMED,4.22864988,1.02E-05,-1.02E-05,0.1427,0.2998,-0.1426,3.3282,0.0586,-0.0586,1.58E+02,4.00E+00,-4.00E+00,0.011551,3.02E-04,-2.31E-04,0.97711,0.03412,-0.37942,1.68,1.06E+00,-3.40E-01,0.0532,,,1371,,,834.72,1661.08,-376.87,9.739,0.34,-0.34,41.7,4,6220,177,-237,4.242,0.156,-0.328,0.02,0.2,-0.3,1.328,0.843,-0.265,1.123,0.311,-0.143
K00671.02,Kepler-208 c,CONFIRMED,7.46662197,3.56E-05,-3.56E-05,0.4782,0.0298,-0.4434,3.858,0.106,-0.106,1.20E+02,4.80E+00,-4.80E+00,0.010288,1.06E-04,-4.77E-04,0.7762,0.4219,-0.09606,1.49,9.50E-01,-3.00E-01,0.0778,,,1134,,,390.31,776.7,-176.22,13.18,3.6,-3.6,28,4,6220,177,-237,4.242,0.156,-0.328,0.02,0.2,-0.3,1.328,0.843,-0.265,1.123,0.311,-0.143
K00671.03,Kepler-208 e,CONFIRMED,16.25945734,8.92E-05,-8.92E-05,0.0026,0.4623,-0.0025,3.906,0.137,-0.137,1.31E+02,7.10E+00,-7.10E+00,0.010506,5.46E-04,-2.24E-04,2.37553,0.29117,-0.88263,1.52,9.70E-01,-3.00E-01,0.1306,,,875,,,138.51,275.63,-62.54,32.14,3.9,-3.9,18.3,4,6220,177,-237,4.242,0.156,-0.328,0.02,0.2,-0.3,1.328,0.843,-0.265,1.123,0.311,-0.143
K00671.04,Kepler-208 d,CONFIRMED,11.1317519,8.07E-05,-8.07E-05,0.1629,0.2679,-0.1629,4.185,0.18,-0.18,9.41E+01,5.90E+00,-5.90E+00,0.008915,3.91E-04,-3.25E-04,1.26617,0.15194,-0.47123,1.29,8.20E-01,-2.60E-01,0.1015,,,992,,,229.32,456.33,-103.54,20.24,2.4,-2.4,17.7,4,6220,177,-237,4.242,0.156,-0.328,0.02,0.2,-0.3,1.328,0.843,-0.265,1.123,0.311,-0.143
K00672.01,Kepler-209 b,CONFIRMED,16.08786478,2.34E-05,-2.34E-05,0.1238,0.2697,-0.1237,2.9725,0.0377,-0.0377,6.41E+02,1.05E+01,-1.05E+01,0.022863,5.07E-04,-2.86E-04,5.40911,0.40299,-1.18946,2.6,4.50E-01,-3.40E-01,0.1194,,,719,,,63.13,30.5,-18.3,41.98,3.1,-3.1,64.8,3,5514,110,-86,4.344,0.126,-0.117,0.02,0.16,-0.12,1.043,0.178,-0.136,0.876,0.07,-0.034
K00672.02,Kepler-209 c,CONFIRMED,41.74949827,6.60E-05,-6.60E-05,0.2437,0.1451,-0.2436,5.6459,0.0454,-0.0454,1.09E+03,1.18E+01,-1.18E+01,0.029877,4.16E-04,-4.81E-04,1.96069,0.23704,-0.29774,3.4,5.80E-01,-4.40E-01,0.2255,,,523,,,17.7,8.55,-5.13,56.53,6.8,-6.8,94.7,3,5514,110,-86,4.344,0.126,-0.117,0.02,0.16,-0.12,1.043,0.178,-0.136,0.876,0.07,-0.034
K00673.01,Kepler-642 b,CONFIRMED,4.41745855,6.60E-06,-6.60E-06,0.1562,0.2948,-0.1561,2.9563,0.0403,-0.0403,2.92E+02,5.70E+00,-5.70E+00,0.015809,3.92E-04,-2.37E-04,1.46426,0.07224,-0.5429,1.99,1.36E+00,-2.10E-01,0.0557,,,1311,,,698.85,1485,-208.7,11.474,0.566,-0.566,60,1,6528,169,-208,4.384,0.06,-0.38,-0.16,0.23,-0.3,1.155,0.785,-0.123,1.177,0.291,-0.159
K00674.01,Kepler-643 b,CONFIRMED,16.33889626,1.83E-05,-1.83E-05,0.1123,0.1606,-0.1121,9.3575,0.0358,-0.0358,1.79E+03,1.01E+01,-1.01E+01,0.037414,4.09E-04,-2.11E-04,0.18503,0.00343,-0.02298,10.99,4.70E-01,-4.70E-01,0.1321,,,972,,,210.99,32.67,-29.12,13.77,0.255,-0.255,196.6,1,4883,75,-75,3.639,0.012,-0.012,0.16,0.101,-0.101,2.69,0.114,-0.114,1.15,0.12,-0.12
K00676.01,Kepler-210 c,CONFIRMED,7.972513469,1.82E-06,-1.82E-06,0.7164,0.0295,-0.0355,2.9772,0.028,-0.028,3.25E+03,9.60E+00,-9.60E+00,0.055816,5.26E-04,-7.32E-04,1.19397,0.17498,-0.16105,3.23,3.70E-01,-3.70E-01,0.064,,,497,,,14.4,4.99,-3.74,15.89,2.3,-2.3,425.4,2,3914,82,-59,4.73,0.068,-0.068,-0.12,0.1,-0.1,0.53,0.06,-0.06,0.55,0.06,-0.06
K00676.02,Kepler-210 b,CONFIRMED,2.453235899,4.75E-07,-4.75E-07,0.2713,0.0502,-0.2713,1.64825,0.00985,-0.00985,1.75E+03,7.40E+00,-7.40E+00,0.038465,1.50E-04,-4.03E-04,4.67612,0.56429,-0.5841,2.23,2.50E-01,-2.60E-01,0.0292,,,736,,,69.2,23.96,-17.99,11.42,1.4,-1.4,301.8,2,3914,82,-59,4.73,0.068,-0.068,-0.12,0.1,-0.1,0.53,0.06,-0.06,0.55,0.06,-0.06
K00678.01,Kepler-211 c,CONFIRMED,6.04045294,1.07E-05,-1.07E-05,0.1749,0.286,-0.1748,2.0703,0.0467,-0.0467,2.73E+02,7.10E+00,-7.10E+00,0.014845,5.31E-04,-3.48E-04,5.74212,0.56413,-1.92463,2.53,1.67E+00,-1.13E+00,0.0634,,,1147,,,409.76,880.97,-296.79,22.29,2.2,-2.2,75.8,2,5244,180,-141,4.02,0.481,-0.331,0.12,0.24,-0.26,1.56,1.028,-0.695,0.929,0.144,-0.088
K00678.02,Kepler-211 b,CONFIRMED,4.138536769,6.44E-06,-6.44E-06,0.0246,0.4439,-0.0245,2.3093,0.0379,-0.0379,2.68E+02,5.70E+00,-5.70E+00,0.014629,5.63E-04,-2.07E-04,2.96587,0.41314,-0.83426,2.49,1.64E+00,-1.11E+00,0.0493,,,1301,,,677.66,1456.96,-490.83,13.9,1.9,-1.9,78.5,2,5244,180,-141,4.02,0.481,-0.331,0.12,0.24,-0.26,1.56,1.028,-0.695,0.929,0.144,-0.088
K00679.01,Kepler-212 c,CONFIRMED,31.80474045,9.87E-05,-9.87E-05,0.1505,0.181,-0.1505,8.2336,0.0641,-0.0641,3.31E+02,5.30E+00,-5.30E+00,0.01652,2.39E-04,-2.13E-04,0.48859,0.02887,-0.07204,2.06,5.10E-01,-1.80E-01,0.2053,,,615,,,33.82,22.35,-7.9,29.67,1.8,-1.8,74.5,2,5914,98,-129,4.38,0.06,-0.179,0.32,0.08,-0.2,1.141,0.282,-0.097,1.137,0.096,-0.092
K00679.02,Kepler-212 b,CONFIRMED,16.2583586,2.15E-04,-2.15E-04,0.176,0.2764,-0.1758,6.955,0.337,-0.337,5.97E+01,4.50E+00,-4.50E+00,0.007021,4.15E-04,-2.46E-04,0.39807,0.11387,-0.13455,0.87,2.20E-01,-7.00E-02,0.1313,,,769,,,82.68,54.65,-19.31,17.72,5.1,-5.1,7.1,2,5914,98,-129,4.38,0.06,-0.179,0.32,0.08,-0.2,1.141,0.282,-0.097,1.137,0.096,-0.092
K00680.01,Kepler-435 b,CONFIRMED,8.600153301,1.55E-06,-1.55E-06,0.3334,0.0287,-0.0405,9.003,0.0157,-0.0157,4.58E+03,4.90E+00,-4.90E+00,0.062946,1.04E-04,-1.97E-04,0.10348,0.00435,-0.00337,7.47,2.81E+00,-1.05E+00,0.0811,,,1016,,,252.15,277.49,-87.9,7.396,0.311,-0.311,1253.3,1,6293,167,-194,4.348,0.115,-0.251,-0.46,0.28,-0.3,1.087,0.408,-0.153,0.961,0.138,-0.104
K00685.01,Kepler-644 b,CONFIRMED,3.173917103,4.23E-06,-4.23E-06,0.0609,0.4025,-0.0609,3.5066,0.0386,-0.0386,3.16E+02,4.60E+00,-4.60E+00,0.016354,3.73E-04,-2.35E-04,0.65519,0.0008,-0.27197,2.95,1.64E+00,-8.30E-01,0.0469,,,1686,,,1912.28,3202.41,-1080.17,7.03991,0.0086,-0.0086,83.6,1,6440,165,-265,4.136,0.201,-0.32,0.16,0.18,-0.34,1.653,0.917,-0.467,1.365,0.254,-0.293
K00688.01,Kepler-645 b,CONFIRMED,3.275822621,4.77E-06,-4.77E-06,0.1397,0.3326,-0.1396,2.9721,0.0387,-0.0387,2.88E+02,5.30E+00,-5.30E+00,0.015691,3.75E-04,-2.08E-04,1.07958,0.04374,-0.42376,2.18,1.14E+00,-3.90E-01,0.0442,,,1527,,,1284.07,2020.99,-532.89,8.492,0.344,-0.344,64.5,1,6449,173,-227,4.259,0.145,-0.282,-0.28,0.24,-0.3,1.273,0.664,-0.227,1.07,0.262,-0.118
K00689.01,Kepler-646 b,CONFIRMED,15.87364565,4.30E-05,-4.30E-05,0.6086,0.0494,-0.4491,3.6124,0.0742,-0.0742,4.35E+02,1.31E+01,-1.31E+01,0.019945,2.32E-03,-7.67E-04,1.55906,1.23396,-1.06476,1.61,7.10E-01,-1.20E-01,0.1149,,,632,,,37.63,53.75,-8.78,27.5,10.9,-10.9,37.9,1,5654,212,-170,4.607,0.031,-0.262,-0.56,0.34,-0.26,0.737,0.33,-0.051,0.801,0.104,-0.072
K00691.02,Kepler-647 b,CONFIRMED,16.2254649,1.56E-04,-1.56E-04,0.2015,0.2332,-0.2013,6.493,0.22,-0.22,1.19E+02,6.80E+00,-6.80E+00,0.010008,3.68E-04,-3.92E-04,0.48535,0.06467,-0.16332,1.15,2.00E-01,-1.30E-01,0.1224,,,770,,,83.3,40.91,-22.63,18.9,2.5,-2.5,21.4,2,5955,114,-120,4.361,0.104,-0.138,-0.26,0.14,-0.16,1.053,0.185,-0.117,0.93,0.071,-0.065
K00692.01,Kepler-213 b,CONFIRMED,2.462342175,3.92E-06,-3.92E-06,0.0293,0.4343,-0.0291,1.8036,0.0414,-0.0414,1.84E+02,5.00E+00,-5.00E+00,0.012353,4.20E-04,-2.21E-04,3.68487,0.26332,-1.30151,1.21,4.00E-01,-1.00E-01,0.0356,,,1290,,,654.26,630.58,-159.45,10.57,0.755,-0.755,42.5,2,5822,150,-161,4.529,0.03,-0.25,-0.06,0.22,-0.3,0.898,0.298,-0.072,0.994,0.09,-0.12
K00692.02,Kepler-213 c,CONFIRMED,4.82297735,5.35E-06,-5.35E-06,0.1562,0.288,-0.1562,0.8244,0.0425,-0.0425,3.43E+02,1.35E+01,-1.35E+01,0.017112,6.42E-04,-4.07E-04,73.71993,11.95393,-28.28832,1.68,5.50E-01,-1.40E-01,0.0558,,,1030,,,266.31,256.67,-64.9,44.92,7.3,-7.3,36.8,2,5822,150,-161,4.529,0.03,-0.25,-0.06,0.22,-0.3,0.898,0.298,-0.072,0.994,0.09,-0.12
K00693.01,Kepler-214 c,CONFIRMED,28.7795813,1.85E-04,-1.85E-04,0.9065,0.0512,-0.6187,8.386,0.214,-0.214,2.49E+02,7.40E+00,-7.40E+00,0.017052,7.33E-04,-2.42E-03,0.04074,0.37476,-0.0288,1.83,7.70E-01,-1.70E-01,0.1864,,,641,,,39.85,48.84,-10.97,12.13,5.9,-5.9,38.9,2,6332,156,-198,4.472,0.048,-0.3,-0.36,0.24,-0.32,0.981,0.413,-0.091,1.041,0.167,-0.128
K00693.02,Kepler-214 b,CONFIRMED,15.66057659,4.13E-05,-4.13E-05,0.0593,0.3366,-0.0592,7.0133,0.0677,-0.0677,3.78E+02,6.50E+00,-6.50E+00,0.017949,3.70E-04,-1.83E-04,0.40253,0.00872,-0.11333,1.92,8.10E-01,-1.80E-01,0.1242,,,785,,,89.76,110.01,-24.7,17.345,0.376,-0.376,62,2,6332,156,-198,4.472,0.048,-0.3,-0.36,0.24,-0.32,0.981,0.413,-0.091,1.041,0.167,-0.128
K00694.01,Kepler-648 b,CONFIRMED,17.4211749,2.07E-05,-2.07E-05,0.7182,0.063,-0.4806,5.0323,0.0704,-0.0704,9.31E+02,9.30E+00,-9.30E+00,0.029961,4.48E-04,-1.98E-03,0.46513,0.64026,-0.1459,2.85,1.00E+00,-2.20E-01,0.1302,,,661,,,45.2,45.91,-10.75,19.54,9,-9,119.8,1,5796,145,-156,4.544,0.028,-0.259,-0.12,0.24,-0.28,0.871,0.306,-0.068,0.966,0.086,-0.112
K00695.01,Kepler-649 b,CONFIRMED,29.90722674,5.37E-05,-5.37E-05,0.1119,0.2658,-0.1118,4.812,0.0427,-0.0427,5.97E+02,8.50E+00,-8.50E+00,0.022305,4.11E-04,-2.42E-04,2.37595,0.06271,-0.61384,2.46,4.60E-01,-3.60E-01,0.1761,,,606,,,31.85,16.68,-9.94,48.25,1.3,-1.3,85,1,5741,112,-87,4.341,0.143,-0.128,-0.38,0.16,-0.12,1.008,0.189,-0.146,0.813,0.071,-0.031
K00697.01,Kepler-650 b,CONFIRMED,3.032145588,3.31E-06,-3.31E-06,0.0355,0.3373,-0.0355,3.6764,0.0349,-0.0349,4.91E+02,5.60E+00,-5.60E+00,0.020314,3.48E-04,-1.57E-04,0.55261,0.01529,-0.1143,3.49,1.65E+00,-1.09E+00,0.0415,,,1641,,,1715.71,2497.67,-1012.75,6.452,0.179,-0.179,104.5,1,6042,192,-209,4.058,0.295,-0.225,-0.22,0.3,-0.28,1.574,0.743,-0.493,1.033,0.269,-0.144
K00700.01,Kepler-215 d,CONFIRMED,30.86437869,5.41E-05,-5.41E-05,0.506,0.3674,-0.3192,2.7942,0.0465,-0.0465,5.61E+02,1.19E+01,-1.19E+01,0.022236,3.37E-03,-6.26E-04,8.36305,4.90717,-0.13813,2.45,4.60E-01,-3.60E-01,0.1798,,,600,,,30.56,16.02,-9.54,75,22,-22,49.7,4,5741,113,-87,4.341,0.143,-0.128,-0.38,0.16,-0.12,1.008,0.189,-0.146,0.813,0.071,-0.031
K00700.02,Kepler-215 b,CONFIRMED,9.36063971,2.46E-05,-2.46E-05,0.8073,0.0369,-0.5491,3.1621,0.0634,-0.0634,2.48E+02,6.50E+00,-6.50E+00,0.01603,5.40E-05,-1.56E-03,0.58992,1.80624,-0.28955,1.76,3.40E-01,-2.50E-01,0.0812,,,892,,,149.82,78.58,-46.75,13.98,6.1,-6.1,42.3,4,5741,113,-87,4.341,0.143,-0.128,-0.38,0.16,-0.12,1.008,0.189,-0.146,0.813,0.071,-0.031
K00700.03,Kepler-215 c,CONFIRMED,14.6671927,5.23E-05,-5.23E-05,0.5447,0.3737,-0.3411,3.7601,0.0832,-0.0832,2.18E+02,7.20E+00,-7.20E+00,0.013933,3.21E-03,-3.88E-04,1.45716,1.06224,-0.04137,1.53,2.90E-01,-2.20E-01,0.1095,,,768,,,82.39,43.21,-25.71,25.49,9.3,-9.3,31.9,4,5741,113,-87,4.341,0.143,-0.128,-0.38,0.16,-0.12,1.008,0.189,-0.146,0.813,0.071,-0.031
K00700.04,Kepler-215 e,CONFIRMED,68.1613598,4.94E-04,-4.94E-04,0.4507,0.0927,-0.3981,5.705,0.14,-0.14,2.91E+02,1.30E+01,-1.30E+01,0.015877,4.42E-04,-6.16E-04,2.3367,1.16022,-0.31586,1.75,3.30E-01,-2.60E-01,0.3049,,,460,,,10.63,5.57,-3.32,83.1,41.3,-41.3,23.1,4,5741,113,-87,4.341,0.143,-0.128,-0.38,0.16,-0.12,1.008,0.189,-0.146,0.813,0.071,-0.031
K00701.01,Kepler-62 d,CONFIRMED,18.16407876,1.76E-05,-1.76E-05,0.0036,0.3767,-0.0034,2.9393,0.0259,-0.0259,9.57E+02,1.05E+01,-1.05E+01,0.027504,6.83E-04,-2.41E-04,6.546,0.24903,-1.54551,1.96,9.00E-02,-1.10E-01,0.1164,,,501,,,14.91,2.61,-2.66,48.51,1.8,-1.8,99.6,5,4797,93,,4.612,0.039,-0.018,-0.46,0.14,-0.14,0.653,0.028,-0.036,0.637,0.037,-0.024
K00701.02,Kepler-62 b,CONFIRMED,5.714890717,6.81E-06,-6.81E-06,0.1339,0.2982,-0.1339,2.3329,0.0305,-0.0305,4.38E+02,6.70E+00,-6.70E+00,0.018665,5.70E-04,-2.39E-04,3.91496,0.1322,-1.3004,1.33,6.00E-02,-7.00E-02,0.0538,,,737,,,69.81,12.18,-12.47,18.907,0.638,-0.638,73,5,4797,93,,4.612,0.039,-0.018,-0.46,0.14,-0.14,0.653,0.028,-0.036,0.637,0.037,-0.024
K00701.03,Kepler-62 e,CONFIRMED,122.3863812,4.97E-04,-4.97E-04,0.1675,0.2703,-0.1674,7.196,0.114,-0.114,7.42E+02,1.68E+01,-1.68E+01,0.024288,7.05E-04,-5.08E-04,2.85851,0.21194,-0.93502,1.73,8.00E-02,-9.00E-02,0.4152,,,265,,,1.17,0.21,-0.21,131.3,9.7,-9.7,45,5,4797,93,,4.612,0.039,-0.018,-0.46,0.14,-0.14,0.653,0.028,-0.036,0.637,0.037,-0.024
K00701.04,Kepler-62 f,CONFIRMED,267.283301,4.54E-03,-4.54E-03,0.258,0.1953,-0.2579,7.806,0.282,-0.282,4.95E+02,2.62E+01,-2.62E+01,0.019955,9.11E-04,-7.71E-04,4.5533,1.13844,-1.27827,1.42,6.00E-02,-8.00E-02,0.699,,,205,,,0.41,0.08,-0.07,258.1,64.5,-64.5,18.1,5,4797,93,,4.612,0.039,-0.018,-0.46,0.14,-0.14,0.653,0.028,-0.036,0.637,0.037,-0.024
K00701.05,Kepler-62 c,CONFIRMED,12.4416871,1.52E-04,-1.52E-04,0.043,0.4032,-0.0429,3.459,0.361,-0.361,8.60E+01,8.10E+00,-8.10E+00,0.008244,4.14E-04,-5.72E-04,2.59286,2.64314,-1.14504,0.59,2.00E-02,-3.00E-02,0.0904,,,569,,,24.73,4.31,-4.42,27.68,9.4,-9.4,10.8,5,4797,93,,4.612,0.039,-0.018,-0.46,0.14,-0.14,0.653,0.028,-0.036,0.637,0.037,-0.024
K00707.01,Kepler-33 d,CONFIRMED,21.77568751,3.73E-05,-3.73E-05,0.0589,0.2642,-0.0588,7.9448,0.0422,-0.0422,8.00E+02,7.60E+00,-7.60E+00,0.025768,3.58E-04,-1.51E-04,0.39378,0.00348,-0.07283,4.77,1.12E+00,-1.08E+00,0.1577,,,853,,,125.14,81.91,-55.75,21.451,0.19,-0.19,111.3,5,5900,120,-117,4.022,0.184,-0.122,0,0.18,-0.16,1.694,0.399,-0.381,1.1,0.176,-0.115
K00707.02,Kepler-33 f,CONFIRMED,41.0280637,1.39E-04,-1.39E-04,0.1676,0.2276,-0.1674,9.932,0.088,-0.088,6.02E+02,9.20E+00,-9.20E+00,0.022403,4.41E-04,-2.79E-04,0.36256,0.0285,-0.07132,4.14,9.80E-01,-9.30E-01,0.2405,,,691,,,53.8,35.22,-23.97,31.83,2.5,-2.5,70.4,5,5900,120,-117,4.022,0.184,-0.122,0,0.18,-0.16,1.694,0.399,-0.381,1.1,0.176,-0.115
K00707.03,Kepler-33 e,CONFIRMED,31.78476785,9.71E-05,-9.71E-05,0.0639,0.3012,-0.0636,8.8081,0.0721,-0.0721,4.72E+02,8.40E+00,-8.40E+00,0.019804,4.31E-04,-1.66E-04,0.4139,0.01253,-0.09484,3.66,8.70E-01,-8.20E-01,0.2029,,,752,,,75.59,49.48,-33.67,28.065,0.85,-0.85,59,5,5900,120,-117,4.022,0.184,-0.122,0,0.18,-0.16,1.694,0.399,-0.381,1.1,0.176,-0.115
