"","kepoi_name","kepler_name","koi_disposition","koi_period","koi_impact","koi_duration","koi_depth","koi_ror","koi_srho","koi_prad","koi_sma","koi_teq","koi_insol","koi_dor","koi_model_snr","koi_count","koi_steff","koi_slogg","koi_smet","koi_srad","koi_smass","Y_habitable"
"917","K01050.02","Kepler-755 c","CONFIRMED",2.853133644,0.2661,1.4352,287,0.015337,7.67757,1.29,0.0355,1047,284.47,14.89,39.8,2,5095,4.529,-0.2,0.771,0.733,0
"1751","K02389.01","Kepler-1218 b","CONFIRMED",22.9221266,0.5481,8.261,150,0.01156,0.21129,1.36,0.1564,684,51.7,18.04,24.5,1,5897,4.357,-0.1,1.081,0.97,0
"1203","K01576.01","Kepler-307 b","CONFIRMED",10.41572924,0.7038,2.7791,878,0.028979,1.73492,3.43,0.0928,855,126.3,21.51,80,2,5671,4.36,0.16,1.084,0.983,0
"1776","K02436.01","Kepler-1237 b","CONFIRMED",84.5733226,0.1557,5.715,1040,0.028914,4.01964,2.8,0.3778,366,4.26,115,20.3,1,5418,4.543,0.36,0.888,1.005,0
"18","K00046.02","Kepler-101 c","CONFIRMED",6.02979518,0.4143,3.91,55.5,0.006862,0.66141,0.91,0.0675,1075,315.74,10.83,11.5,2,5761,4.325,0.48,1.208,1.125,0
"787","K00872.02","Kepler-46 d","CONFIRMED",6.76652078,0.5891,2.9869,512,0.021329,1.24902,2.17,0.0672,845,120.48,14.46,25.1,2,5149,4.447,0.42,0.93,0.882,0
"1920","K07223.01",NA,"CANDIDATE",317.058383,0.0254,9.875,453,0.019221,2.93765,1.53,0.8353,221,0.57,249.92,9.1,1,5370,4.599,-0.4,0.73,0.772,1
"1171","K01522.01","Kepler-879 b","CONFIRMED",33.3855938,0.6528,5.0514,558,0.022755,1.06685,2.54,0.2012,580,26.73,39.8,36.7,2,5833,4.407,-0.04,1.022,0.974,0
"1297","K01781.01","Kepler-411 c","CONFIRMED",7.834427877,0.1189,2.7856,2050,0.040188,3.37694,3.37,0.0726,715,61.95,22.21,253.4,3,4987,4.586,0.12,0.768,0.829,0
"1181","K01534.01","Kepler-887 b","CONFIRMED",20.42228798,0.0521,6.192,188,0.012627,0.75106,1.62,0.1543,781,87.97,25.49,34.8,2,6422,4.369,-0.06,1.173,1.175,0
"1928","K02748.01","Kepler-1336 b","CONFIRMED",23.198681,0.0022,9.729,229,0.013729,0.2217,1.3,0.157,592,28.95,18.476,28.5,2,5717,4.546,-0.08,0.864,0.958,0
"861","K00937.01","Kepler-733 b","CONFIRMED",20.83424726,0.4935,4.0748,1030,0.029888,1.91956,2.87,0.1483,595,29.62,35.3,43.6,1,5537,4.549,0.21,0.88,0.999,0
"805","K00886.02","Kepler-54 c","CONFIRMED",12.07135949,0.6377,4.7364,730,0.025866,0.49912,1.33,0.0812,395,5.78,15.67,28.3,3,3726,4.784,-0.12,0.47,0.49,0
"1605","K02147.02","Kepler-362 b","CONFIRMED",10.32738017,0.1957,1.944,134,0.010651,11.56076,0.84,0.0864,739,70.33,40.2,10.2,2,5776,4.622,-0.72,0.726,0.807,0
"729","K00812.04","Kepler-235 c","CONFIRMED",7.82501206,0.5144,2.23,608,0.023213,4.12249,1.22,0.0617,478,12.36,23.7,15,4,3887,4.783,-0.36,0.48,0.51,0
"944","K01101.01","Kepler-768 b","CONFIRMED",11.3910025,0.0917,2.297,556,0.020947,8.33869,1.74,0.0926,632,37.65,38.53,10.6,1,4999,4.587,0.06,0.76,0.814,0
"454","K00534.01","Kepler-179 c","CONFIRMED",6.400147394,0.6696,1.8672,788,0.027207,3.92897,2.26,0.0637,807,100.33,20.41,50.1,2,5294,4.599,-0.16,0.761,0.849,0
"1909","K07179.01",NA,"CANDIDATE",407.14656,0.7466,23.26,82.3,0.008994,0.08531,1.18,1.0765,272,1.29,90.8,8.2,1,5845,4.282,0.02,1.198,1.001,1
"52","K00111.01","Kepler-104 b","CONFIRMED",11.42754563,0.1238,4.5598,509,0.020712,1.05883,3.08,0.0928,972,211.16,19.407,163.2,3,5755,4.081,-0.52,1.361,0.814,0
"1351","K01847.01","Kepler-977 b","CONFIRMED",26.85328322,0.4229,4.5063,1000,0.029126,2.04472,2.76,0.162,544,20.77,42.7,52.4,1,5329,4.455,-0.14,0.869,0.786,0
"847","K00921.03","Kepler-253 b","CONFIRMED",3.78403393,0.0963,1.9535,479,0.019591,4.48753,1.69,0.0455,959,199.71,15.03,27.2,3,5216,4.584,0.06,0.79,0.874,0
"1691","K02279.01","Kepler-377 c","CONFIRMED",27.0141783,0.0564,5.336,296,0.015809,1.56542,1.58,0.1723,626,36.35,39.23,25.7,2,6167,4.487,-0.5,0.913,0.933,0
"2247","K04622.01","Kepler-441 b","CONFIRMED",207.247959,0.6108,6.355,888,0.028131,3.85244,1.93,0.5843,194,0.34,206,13.9,1,4243,4.632,-0.12,0.629,0.617,1
"26","K00070.05","Kepler-20 f","CONFIRMED",19.5776286,0.3268,3.744,116,0.009811,2.74647,0.99,0.1362,628,36.82,38.2,23,5,5465,4.449,0.02,0.925,0.876,0
"937","K01078.03","Kepler-267 d","CONFIRMED",28.46462622,0.3379,2.7539,1810,0.039236,10.91168,2.01,0.1439,303,2.01,77.6,30.5,3,3807,4.784,-0.26,0.47,0.49,0
"1537","K02058.01","Kepler-1075 b","CONFIRMED",1.52372816,0.9137,1.4652,382,0.023525,0.44216,1.38,0.0214,862,130.37,3.79,33.5,1,3900,4.726,-0.1,0.537,0.559,0
"1145","K01474.01","Kepler-419 b","CONFIRMED",69.7266406,1.1032,5.4861,4590,0.197185,0.35859,30.64,0.3608,551,21.75,45.17,196.7,1,6287,4.241,0.22,1.423,1.292,0
"2142","K03794.01","Kepler-1520 b","CONFIRMED",0.653553572,0.8829,1.5399,4350,0.073866,0.47074,5.32,0.0129,1436,1004.07,2.199,239.6,1,4550,4.622,-0.18,0.66,0.666,0
"2117","K03436.01","Kepler-1499 b","CONFIRMED",44.2008,0.6811,4.678,222,0.014443,1.54773,1.19,0.2196,409,6.59,54.3,14,1,5002,4.543,-0.18,0.753,0.723,0
"1209","K01585.01","Kepler-899 b","CONFIRMED",19.17891293,0.2563,5.2,852,0.026691,1.13098,2.57,0.1392,640,39.65,28.02,35.2,1,5767,4.538,-0.06,0.881,0.979,0
"1681","K02261.01","Kepler-1164 b","CONFIRMED",3.97599768,0.3988,2.1411,216,0.01345,2.77379,1.22,0.0456,982,219.69,13.23,27.9,1,5211,4.5,-0.04,0.832,0.799,0
"177","K00241.01","Kepler-124 c","CONFIRMED",13.82139306,0.8474,3.7559,852,0.030628,0.44622,2.2,0.1012,584,27.5,16.52,74.9,3,5196,4.662,-0.54,0.657,0.724,0
"1431","K01932.01","Kepler-340 c","CONFIRMED",22.8245485,0.0484,6.499,313,0.016406,0.73443,5.69,0.2001,1448,1040.56,27.25,15.1,2,8241,3.745,-0.1,3.177,2.046,0
"709","K00785.01","Kepler-679 b","CONFIRMED",12.39358604,0.8214,3.7222,1010,0.032709,0.49933,2.69,0.0978,680,50.46,15.95,36.1,1,5557,4.594,-0.42,0.752,0.811,0
"1490","K02012.01","Kepler-1052 b","CONFIRMED",34.8538276,0.0252,5.3577,842,0.026443,2.06568,2.45,0.2045,524,17.8,51,40.7,1,5835,4.554,-0.24,0.847,0.935,0
"1437","K01940.01","Kepler-1022 b","CONFIRMED",10.99469878,0.7745,1.6434,972,0.031603,6.61712,2.02,0.0805,512,16.24,34.8,39.2,1,4302,4.661,-0.44,0.586,0.573,0
"461","K00542.01","Kepler-180 c","CONFIRMED",41.8854834,0.0481,6.1028,695,0.02395,1.66339,2.69,0.2259,540,20.05,53.63,49,2,5735,4.356,-0.2,1.028,0.875,0
"1285","K01726.01","Kepler-942 b","CONFIRMED",44.96417488,0.5005,5.0412,805,0.026085,2.12768,2.02,0.2245,367,4.28,61,94.4,1,4684,4.61,0.04,0.708,0.743,0
"1870","K02654.01","Kepler-1305 b","CONFIRMED",13.5630972,0.1151,5.632,387,0.017944,0.6637,1.75,0.1109,733,68.41,18.62,15.3,1,5853,4.529,-0.1,0.895,0.99,0
"731","K00814.01","Kepler-689 b","CONFIRMED",22.36656079,0.0848,5.151,1100,0.029896,1.49344,2.45,0.1448,544,20.67,34.05,30.8,1,5413,4.594,-0.32,0.751,0.807,0
"615","K00700.02","Kepler-215 b","CONFIRMED",9.36063971,0.8073,3.1621,248,0.01603,0.58992,1.76,0.0812,892,149.82,13.98,42.3,4,5741,4.341,-0.38,1.008,0.813,0
"1441","K01952.01","Kepler-341 c","CONFIRMED",8.01041305,0.0077,4.2666,297,0.015753,0.91377,1.73,0.0784,948,190.85,14.58,37.2,4,6008,4.435,-0.14,1.003,1,0
"1753","K02392.01","Kepler-1220 b","CONFIRMED",7.42693741,0.0304,2.848,227,0.013767,2.82352,1.37,0.0685,923,171.3,20.19,16.8,1,5745,4.412,-0.52,0.908,0.778,0
"653","K00723.01","Kepler-222 b","CONFIRMED",3.936993706,0.4625,1.8222,1400,0.034649,4.36488,3.19,0.048,1004,240.16,15.29,86.6,3,5431,4.563,0.12,0.843,0.945,0
"1048","K01306.03","Kepler-286 d","CONFIRMED",5.91428767,0.3214,2.678,260,0.014884,2.32177,1.48,0.064,992,228.83,16.25,16.3,4,5970,4.521,-0.18,0.908,0.996,0
"1661","K02221.01","Kepler-1147 b","CONFIRMED",10.62784997,0.9165,5.013,354,0.020749,0.06625,2.3,0.0961,871,136.34,7.34,21.3,1,6082,4.445,-0.08,1.014,1.041,0
"814","K00896.02","Kepler-248 b","CONFIRMED",6.308203234,0.4164,3.0266,1450,0.034583,1.6353,3.16,0.0654,810,101.52,15.1,92.2,3,5130,4.564,0.48,0.837,0.936,0
"989","K01198.03","Kepler-275 d","CONFIRMED",35.6756963,0.5275,7.351,541,0.022012,0.50839,3.08,0.2338,675,49.15,32.5,18.2,3,6535,4.348,0.21,1.283,1.339,0
"1899","K02708.01","Kepler-1320 b","CONFIRMED",0.868386528,0.4646,1.0575,538,0.021471,4.76821,1.71,0.0164,1409,930.93,5.75,38,1,4790,4.602,0.08,0.729,0.776,0
"2011","K07591.01",NA,"CANDIDATE",328.32211,0.1169,13.53,399,0.017786,1.15674,1.3,0.8367,193,0.33,187.5,8.2,1,4906,4.648,-0.32,0.668,0.736,1
"2181","K04117.01","Kepler-1553 b","CONFIRMED",4.24261881,0.3441,2.658,205,0.013048,1.65514,1.11,0.0489,939,183.5,11.63,15.9,1,5328,4.591,-0.1,0.78,0.875,0
"217","K00275.02","Kepler-129 c","CONFIRMED",82.2000105,0.0213,10.595,220,0.013406,0.60633,2.4,0.3919,521,17.39,60.05,44.6,2,5770,4.082,0.29,1.641,1.197,0
"2161","K04005.01","Kepler-439 b","CONFIRMED",178.140456,0.6618,10.104,800,0.027295,0.70658,2.33,0.5886,284,1.54,105.8,21,1,5592,4.584,-0.3,0.782,0.856,1
"95","K00152.03","Kepler-79 b","CONFIRMED",13.48458665,0.0862,5.0575,684,0.024132,0.9355,2.73,0.114,850,123.31,20.79,82.4,4,6388,4.442,-0.28,1.037,1.084,0
"69","K00119.02","Kepler-108 c","CONFIRMED",190.3216564,0.8046,15.234,1120,0.034051,0.12445,8.15,0.7235,449,9.65,62,141.8,2,5854,3.9,0.31,2.192,1.377,0
"1427","K01930.04","Kepler-338 e","CONFIRMED",9.34144548,0.8523,6.215,78.8,0.009273,0.0535,1.76,0.0906,1143,403.94,6.27,28.5,4,5923,4.015,-0.07,1.735,1.142,0
"635","K00711.02","Kepler-218 b","CONFIRMED",3.619312195,0.7921,3.0823,217,0.014986,0.27598,1.72,0.0459,1161,429.26,5.76,50.5,3,5497,4.386,0.36,1.052,0.983,0
"2052","K03158.02","Kepler-444 c","CONFIRMED",4.545878442,0.3425,1.7367,44,0.006064,6.20697,0.39,0.0458,799,96.19,18.93,38.8,4,5032,4.683,-0.96,0.593,0.618,0
"964","K01141.01","Kepler-777 b","CONFIRMED",5.72812599,0.0557,1.9804,716,0.024205,6.65978,1.51,0.0526,590,28.7,22.605,20.6,1,4065,4.697,-0.13,0.57,0.59,0
"2236","K04474.01","Kepler-1608 b","CONFIRMED",16.4735686,0.0605,4.231,574,0.021851,1.94798,1.8,0.1126,612,33.22,30.35,13,1,5364,4.529,-0.54,0.754,0.702,0
"1867","K02650.01","Kepler-395 c","CONFIRMED",34.9894475,0.8691,4.718,656,0.028586,0.46844,1.25,0.1561,264,1.14,31.2,14.1,2,3735,4.851,-0.5,0.4,0.413,1
"182","K00245.01","Kepler-37 d","CONFIRMED",39.79223792,0.0269,4.4474,604,0.022246,4.07176,1.88,0.2121,456,10.21,69.85,241.7,2,5417,4.567,-0.32,0.772,0.803,0
"38","K00087.01","Kepler-22 b","CONFIRMED",289.864456,0.0175,6.977,502,0.020319,7.64288,2.17,0.8489,267,1.21,323.8,55.9,1,5642,4.443,-0.27,0.979,0.97,1
"2269","K05827.01","Kepler-1637 b","CONFIRMED",6.10960324,0.087,5.585,68.6,0.007618,0.30143,0.84,0.0596,1093,337.78,8.41,18.1,1,6024,4.309,-0.88,1.009,0.756,0
"745","K00834.01","Kepler-238 e","CONFIRMED",23.65368621,0.0152,8.2164,3570,0.054296,0.4218,5.71,0.1644,625,36.16,23.193,261,5,5858,4.495,0.1,0.963,1.056,0
"1238","K01618.01","Kepler-910 b","CONFIRMED",2.364369015,0.141,3.2852,28.8,0.004921,0.5638,0.81,0.0376,1723,2084.81,5.503,29.7,1,6173,4.186,0.17,1.506,1.27,0
"1271","K01707.02","Kepler-315 c","CONFIRMED",265.467621,0.9375,9.443,1150,0.038648,0.23769,3.64,0.7584,269,1.24,96,17.8,2,5724,4.483,-0.4,0.862,0.824,0
"463","K00543.01","Kepler-181 c","CONFIRMED",4.302143627,0.1935,1.9687,767,0.025041,4.86015,2.08,0.0488,927,174.86,16.82,63.3,2,5324,4.597,-0.18,0.761,0.84,0
"1097","K01403.01","Kepler-833 b","CONFIRMED",18.7546998,0.1057,3.0681,1090,0.029667,5.88599,1.75,0.1139,382,5.03,47.83,33.8,1,3977,4.721,-0.2,0.54,0.56,0
"2085","K03319.02","Kepler-1468 b","CONFIRMED",8.23984869,0.1804,5.617,264,0.014875,0.39233,1.59,0.0805,917,167.45,11.21,30.5,3,5973,4.469,-0.06,0.976,1.019,0
"2079","K03306.01","Kepler-1463 b","CONFIRMED",25.15864,0.2051,5.18,381,0.017886,1.51347,1.83,0.1694,619,34.7,37,12,1,5973,4.506,-0.1,0.935,1.024,0
"733","K00817.01","Kepler-236 c","CONFIRMED",23.9679932,0.3729,3.826,1310,0.033284,3.23076,1.85,0.1325,325,2.62,46.1,30.6,2,3750,4.755,0.08,0.51,0.54,0
"816","K00898.01","Kepler-83 b","CONFIRMED",9.77045194,0.0447,2.4764,2120,0.041745,6.12072,2.37,0.0729,459,10.46,31.38,54.5,3,3893,4.738,-0.15,0.52,0.54,0
"544","K00623.04","Kepler-197 e","CONFIRMED",25.2099845,0.6507,6.372,57.2,0.007296,0.37423,0.89,0.1638,693,54.37,23.3,18.1,4,6004,4.304,-0.38,1.12,0.922,0
"1195","K01567.02","Kepler-306 b","CONFIRMED",4.64621076,0.1602,2.3526,476,0.019546,3.07953,1.82,0.0521,930,177.15,15.2,27.5,4,5219,4.519,0.16,0.851,0.871,0
"373","K00463.01","Kepler-560 b","CONFIRMED",18.47764449,0.042,1.8777,2800,0.047899,27.02266,1.57,0.0916,270,1.26,78.71,72.1,1,3387,4.961,-0.09,0.3,0.3,0
"1266","K01695.01","Kepler-930 b","CONFIRMED",71.4517775,0.0884,6.024,238,0.014165,2.84239,2.3,0.3475,561,23.44,91.54,16.5,1,6148,4.132,-0.1,1.488,1.094,0
"1952","K02827.01","Kepler-1358 b","CONFIRMED",7.06317341,0.4332,2.261,199,0.013006,3.96348,1.16,0.0656,826,110.22,21.86,17.9,1,5305,4.489,-0.26,0.818,0.753,0
"2016","K03015.01","Kepler-1412 b","CONFIRMED",3.6146051,0.316,3.188,45.2,0.006232,0.82742,0.61,0.0439,1206,500.17,8.3,15.7,1,6042,4.467,-0.58,0.899,0.864,0
"1706","K02303.01","Kepler-1181 b","CONFIRMED",4.89337519,0.0961,3.316,138,0.010879,1.15805,1.57,0.0621,1358,803.93,11.36,23.1,2,6680,4.323,0.07,1.319,1.334,0
"696","K00769.01","Kepler-671 b","CONFIRMED",4.280958588,0.3248,2.8753,786,0.025727,1.40607,2.33,0.05,1014,250.32,11.09,60.8,1,5641,4.556,-0.16,0.831,0.908,0
"17041","K02300.01","Kepler-1179 b","CONFIRMED",2.685057492,0.1258,1.0229,268,0.014848,21.6335,1.34,0.0346,1137,395.08,20.2,32,1,5266,4.484,-0.18,0.829,0.765,0
"1754","K02397.01","Kepler-1221 b","CONFIRMED",12.00096042,0.6961,3.433,480,0.021361,1.04718,1.61,0.0906,632,37.81,19.98,22.8,1,5195,4.598,-0.56,0.69,0.688,0
"1079","K01360.02","Kepler-290 b","CONFIRMED",14.58932462,0.1002,2.4,865,0.026295,9.48752,2.18,0.1103,596,29.88,47.44,31.8,3,5153,4.602,-0.04,0.759,0.848,0
"1323","K01820.02","Kepler-322 b","CONFIRMED",1.653893465,0.2852,1.684,135,0.010657,2.6926,0.96,0.0247,1403,915.4,7.3,30.3,2,5496,4.471,-0.46,0.827,0.738,0
"1608","K02148.03","Kepler-363 b","CONFIRMED",3.61461353,0.1539,3.188,68.1,0.007487,0.93574,1.74,0.0501,1655,1774.42,8.65,13.7,3,5759,3.891,0.3,2.127,1.284,0
"577","K00662.01","Kepler-639 b","CONFIRMED",10.21420496,0.5706,5.8558,312,0.016734,0.25739,2.17,0.0915,929,176.4,11.24,77.7,1,5850,4.28,-0.04,1.187,0.98,0
"1257","K01665.01","Kepler-923 b","CONFIRMED",6.93366476,0.1388,4.322,129,0.010401,0.72847,1.28,0.0759,1054,291.47,12.28,20.1,1,6194,4.415,0.21,1.129,1.208,0
