"","kepoi_name","kepler_name","koi_disposition","koi_period","koi_impact","koi_duration","koi_depth","koi_ror","koi_srho","koi_prad","koi_sma","koi_teq","koi_insol","koi_dor","koi_model_snr","koi_count","koi_steff","koi_slogg","koi_smet","koi_srad","koi_smass","Y_habitable"
"1723","K02338.01","Kepler-1196 b","CONFIRMED",66.1849031,0.0978,4.788,538,0.021203,5.34075,2.01,0.3146,431,8.18,107.3,20.8,1,5893,4.539,-0.26,0.866,0.946,0
"2154","K03928.01","Kepler-1531 b","CONFIRMED",1.138543376,0.1988,2.0922,67.7,0.007639,1.04402,1.27,0.0217,2414,8028.94,4.151,31.5,1,6522,4.089,-0.54,1.528,1.046,0
"67","K00118.01","Kepler-467 b","CONFIRMED",24.99324193,0.4885,5.9083,272,0.015403,0.72165,2.28,0.1686,719,63.24,28.8,61.4,1,5747,4.182,0.03,1.357,1.023,0
"1738","K02365.01","Kepler-430 b","CONFIRMED",35.9682344,0.068,2.717,281,0.015225,15.72666,2.06,0.2158,616,34.05,102.46,19,2,5831,4.267,0.1,1.238,1.032,0
"1165","K01516.01","Kepler-873 b","CONFIRMED",20.5533844,0.6763,5.0988,759,0.026755,0.60413,3.32,0.1568,753,76.18,23.81,39.9,1,6343,4.411,0.07,1.137,1.213,0
"438","K00518.03","Kepler-174 d","CONFIRMED",247.354265,0.1825,8.686,1320,0.032383,3.3395,2.1,0.6448,194,0.34,221,44.1,3,4590,4.655,-0.64,0.595,0.583,1
"12","K00022.01","Kepler-422 b","CONFIRMED",7.891448474,0.2002,4.30403,10600,0.093941,1.04134,12.24,0.0796,1000,235.93,15.078,2148.2,1,5853,4.318,0.2,1.193,1.08,0
"493","K00572.01","Kepler-187 c","CONFIRMED",10.64022272,0.7636,5.4357,466,0.02153,0.17649,2.58,0.0913,910,161.98,10.18,55.7,2,5945,4.308,-0.34,1.099,0.896,0
"758","K00842.02","Kepler-241 c","CONFIRMED",36.06587916,0.1805,4.3008,1660,0.036145,4.06186,2.71,0.1871,397,5.88,65.37,52.1,2,4702,4.592,-0.22,0.686,0.67,0
"1955","K02832.01","Kepler-1361 b","CONFIRMED",3.57554956,0.7877,2.463,96.5,0.009991,0.52138,1,0.0431,1061,299.19,7.06,16.5,1,5213,4.434,0.14,0.917,0.832,0
"218","K00276.01","Kepler-509 b","CONFIRMED",41.74600392,0.0211,4.6058,420,0.018713,3.80769,2.42,0.2412,585,27.66,70.525,103.8,1,5982,4.321,-0.02,1.185,1.076,0
"1652","K02210.02","Kepler-1143 c","CONFIRMED",210.630591,0.6871,8.675,1970,0.04306,1.31536,3.21,0.605,230,0.66,145.6,27.4,2,4905,4.593,-0.4,0.682,0.665,0
"1533","K02053.02","Kepler-356 b","CONFIRMED",4.61268045,0.0875,3.0018,138,0.01076,1.47406,1.3,0.0556,1207,501.53,11.84,34.2,2,6129,4.38,-0.02,1.108,1.072,0
"1500","K02024.01","Kepler-1060 b","CONFIRMED",46.8779367,0.5285,9.635,571,0.022492,0.29666,2.39,0.238,517,16.85,32.5,39.4,1,5790,4.373,-0.42,0.974,0.818,0
"994","K01203.03","Kepler-276 d","CONFIRMED",48.6476601,0.3058,4.563,621,0.022996,4.01887,2.58,0.2694,525,18,79.5,12.5,3,6102,4.457,0,1.026,1.099,0
"2048","K03141.01","Kepler-1438 b","CONFIRMED",2.31942009,0.4104,1.612,100,0.009273,3.68462,0.86,0.033,1241,561.12,10.16,11.7,1,5551,4.532,-0.1,0.848,0.891,0
"2051","K03147.01","Kepler-1441 b","CONFIRMED",39.4419839,0.0264,7.285,180,0.012209,0.89182,1.11,0.2201,492,13.9,41.86,15.5,1,5749,4.56,-0.24,0.83,0.912,0
"2151","K03916.01","Kepler-1529 b","CONFIRMED",5.33905686,0.0703,1.6507,790,0.025203,10.7205,1.94,0.0525,817,105.25,25.28,26.8,1,5057,4.573,-0.44,0.704,0.676,0
"223","K00280.01","Kepler-1655 b","CONFIRMED",11.87290083,0.0423,2.3661,343,0.017014,7.93445,1.94,0.103,861,129.67,38.96,143,1,6134,4.416,-0.24,1.042,1.032,0
"959","K01117.01","Kepler-774 b","CONFIRMED",11.0895723,0.0102,6.3412,157,0.011532,0.38065,2.49,0.1068,1204,497.11,13.526,38.5,1,6350,3.968,-0.08,1.974,1.322,0
"739","K00825.02","Kepler-237 b","CONFIRMED",4.71510365,0.0687,2.39,451,0.018804,3.06455,1.5,0.0496,824,108.84,15.33,21.2,2,4861,4.574,-0.08,0.732,0.733,0
"168","K00232.04","Kepler-122 e","CONFIRMED",37.9963981,0.9436,7.231,267,0.018653,0.0482,1.93,0.2235,555,22.39,15.44,25.8,5,6103,4.496,-0.2,0.949,1.028,0
"744","K00830.01","Kepler-428 b","CONFIRMED",3.525632561,0.0023,2.614,24000,0.137929,2.46462,11.87,0.0432,955,196.91,11.7433,2112.1,1,5071,4.58,0.16,0.788,0.861,0
"1117","K01426.02","Kepler-297 c","CONFIRMED",74.92771752,0.8133,4.7917,4230,0.066422,1.88515,7.54,0.3532,466,11.1,82.4,157.2,3,6150,4.423,-0.12,1.04,1.04,0
"1225","K01599.01","Kepler-1659 c","CONFIRMED",20.4071345,0.5131,6.642,312,0.016547,0.39768,1.76,0.1473,660,44.8,20.61,24.3,2,5823,4.472,0.06,0.972,1.02,0
"139","K00197.01","Kepler-489 b","CONFIRMED",17.27629612,0.0127,3.94332,10900,0.092902,3.10281,8.34,0.1202,587,27.98,36.5819,916.9,1,5085,4.498,0,0.822,0.775,0
"374","K00464.01","Kepler-561 b","CONFIRMED",58.3620495,0.0467,6.2859,5640,0.067643,2.40514,7.04,0.2918,446,9.33,75.657,304.7,2,5592,4.467,0.16,0.953,0.973,0
"1415","K01916.03","Kepler-336 b","CONFIRMED",2.024820339,0.4312,2.695,68,0.007715,0.67596,0.73,0.0307,1412,938.74,5.27,20.5,3,6029,4.536,-0.4,0.865,0.938,0
"174","K00238.02","Kepler-123 c","CONFIRMED",26.6951659,0.2452,4.505,141,0.010946,2.32377,1.31,0.1756,669,47.48,44.4,14.3,2,6086,4.367,-0.14,1.092,1.012,0
"1430","K01931.03","Kepler-339 c","CONFIRMED",6.98803345,0.2087,2.995,215,0.013364,2.14392,1.18,0.0686,852,124.48,17.69,24.7,3,5627,4.567,-0.24,0.808,0.88,0
"74","K00124.02","Kepler-110 c","CONFIRMED",31.71982498,0.0971,4.8194,371,0.017582,2.48442,3.54,0.201,786,90.37,50.93,62.6,2,5887,3.938,-0.18,1.843,1.075,0
"19201","K02732.03","Kepler-403 c","CONFIRMED",54.2812031,0.5597,5.317,155,0.011788,1.82423,1.43,0.29,525,18.02,65.7,20.5,4,6086,4.389,0.06,1.111,1.102,0
"2251","K04742.01","Kepler-442 b","CONFIRMED",112.306839,0.1552,5.63,614,0.021815,5.46767,1.56,0.393,260,1.08,153.9,12.5,1,4569,4.615,-0.28,0.653,0.641,1
"954","K01110.01","Kepler-771 b","CONFIRMED",8.73485836,0.293,4.444,300,0.015947,0.77515,1.67,0.0843,890,148.62,14.62,24.8,2,5982,4.493,-0.04,0.96,1.047,0
"2158","K03966.01","Kepler-1535 b","CONFIRMED",138.9442,0.2759,10.456,533,0.021343,0.97486,1.97,0.5125,343,3.26,99.8,29.7,1,6049,4.552,-0.46,0.845,0.928,0
"1807","K02491.01","Kepler-1257 b","CONFIRMED",2.668313762,0.2971,2.3659,297,0.01582,1.57121,1.55,0.0376,1252,581.38,8.39,23.9,1,5806,4.528,-0.04,0.899,0.996,0
"2281","K07016.01","Kepler-452 b","CONFIRMED",384.843022,0.2004,10.367,205,0.013018,2.85213,1.13,0.9892,220,0.56,281.6,11.8,1,5578,4.578,-0.24,0.794,0.87,1
"2198","K04215.01","Kepler-1570 b","CONFIRMED",26.548955,0.0955,7.979,147,0.010945,0.44967,2.57,0.1784,836,115.61,25.59,15.8,1,5456,3.802,-0.24,2.154,1.074,0
"2003","K07554.01",NA,"CANDIDATE",482.62011,0.1786,12.86,324,0.016595,1.91938,1.98,1.2328,263,1.12,287,8.1,1,6315,4.389,-0.16,1.095,1.066,1
"242","K00295.01","Kepler-134 b","CONFIRMED",5.317435416,0.159,2.8875,284,0.015421,1.88413,2.58,0.0644,1306,687.55,14.122,89.1,2,6068,4.167,0.22,1.533,1.263,0
"1616","K02162.01","Kepler-1126 b","CONFIRMED",108.593329,0.0463,7.988,350,0.017187,1.8857,1.58,0.4358,375,4.67,105.54,25.1,2,6106,4.556,-0.5,0.844,0.935,0
"1111","K01422.04","Kepler-296 f","CONFIRMED",63.3366606,0.3227,3.37,1110,0.030405,13.08221,1.23,0.2253,199,0.37,140.5,17,5,3517,4.881,-0.07,0.37,0.38,1
"2092","K03348.01","Kepler-1474 b","CONFIRMED",36.4333452,0.004,4.213,454,0.019446,4.35413,2.44,0.2233,606,31.78,67.35,14.2,2,6057,4.367,0.1,1.147,1.118,0
"669","K00738.02","Kepler-29 c","CONFIRMED",13.28689074,13.8538,4.346,1270,12.87936,1.49004,1226.4,0.1088,714,61.37,24,34.4,2,5716,4.544,-0.04,0.872,0.97,0
"2183","K04126.01","Kepler-1555 b","CONFIRMED",8.10501635,0.2763,4.443,232,0.014083,0.72654,1.55,0.081,966,206.27,13.61,17.8,1,6208,4.462,-0.16,1.009,1.072,0
"1943","K02793.01","Kepler-1350 b","CONFIRMED",4.4968604,0.323,1.7864,2300,0.044016,6.52175,2.13,0.0413,535,19.34,19.1,37.5,2,3698,4.811,-0.2,0.444,0.465,0
"1095","K01396.02","Kepler-294 b","CONFIRMED",3.70120482,0.1047,2.4629,364,0.01742,2.17431,1.79,0.0473,1162,431.21,11.634,20.6,2,5910,4.505,-0.02,0.94,1.032,0
"1960","K02838.02","Kepler-1365 c","CONFIRMED",4.77468005,0.1407,3.809,51.3,0.006525,0.72555,0.66,0.0558,1045,281.86,9.56,15.3,2,5831,4.517,0,0.921,1.016,0
"1719","K02333.01","Kepler-380 b","CONFIRMED",3.930871,0.1519,2.973,95.5,0.008968,1.25891,1.07,0.0486,1266,608.08,10.09,21,2,6043,4.352,-0.16,1.097,0.987,0
"1978","K02883.01","Kepler-1378 b","CONFIRMED",11.95398936,0.6008,2.644,994,0.029761,3.19495,2.14,0.0885,525,17.92,28.9,16.9,1,4359,4.611,-0.06,0.659,0.648,0
"419","K00505.04","Kepler-169 d","CONFIRMED",8.34818817,0.8782,2.994,294,0.018666,0.36492,1.91,0.0763,800,97.06,11.04,19.8,5,5173,4.422,0.26,0.939,0.85,0
"1001","K01215.01","Kepler-277 b","CONFIRMED",17.32417247,0.8095,8.169,247,0.016004,0.06278,2.96,0.1363,923,171.81,9.99,50.5,2,5941,4.032,0.04,1.692,1.125,0
"1070","K01339.01","Kepler-823 b","CONFIRMED",4.16809082,0.0971,2.723,280,0.015121,1.80327,1.95,0.0523,1204,496.73,11.831,26.3,1,5739,4.332,0.4,1.183,1.096,0
"58","K00115.02","Kepler-105 c","CONFIRMED",7.12594591,0.1989,2.807,194,0.012899,2.66621,1.88,0.0746,1191,476.01,19.27,56,2,6391,4.226,-0.22,1.332,1.085,0
"1008","K01236.01","Kepler-279 c","CONFIRMED",35.7355719,0.9169,8.995,792,0.030659,0.0435,3.57,0.2191,660,44.88,14.32,72.3,3,6781,4.422,-0.58,1.067,1.097,0
"1781","K06676.01",NA,"CANDIDATE",439.21978,0.2863,9.392,342,0.017205,4.15804,1.81,1.1379,266,1.18,348.7,10.3,1,6553,4.479,-0.64,0.962,1.017,1
"1949","K07345.01",NA,"CANDIDATE",377.502629,0.0211,12.124,540,0.021277,1.90184,2.37,1.0527,266,1.19,242.9,12.7,1,6137,4.46,-0.06,1.018,1.086,1
"1080","K01361.01","Kepler-61 b","CONFIRMED",59.877824,0.1873,4.7539,1380,0.033273,4.93239,2.17,0.2523,272,1.3,97.78,52,1,4014,4.663,0.02,0.596,0.596,1
"1","K00001.01","Kepler-1 b","CONFIRMED",2.470613385,0.8186,1.74259,14200,0.123851,1.83176,12.85,0.035,1344,772.22,8.3922,6802,1,5850,4.455,-0.15,0.95,0.94,0
"655","K00723.03","Kepler-222 c","CONFIRMED",10.08879697,0.9059,1.7496,2180,0.052287,2.44462,4.81,0.0898,734,68.62,23.6,90,3,5431,4.563,0.12,0.843,0.945,0
"1057","K01320.01","Kepler-816 b","CONFIRMED",10.50682565,0.0307,3.7432,15300,0.109971,2.31041,9.41,0.0893,669,47.48,23.8008,369.2,1,5122,4.583,0.1,0.784,0.859,0
"591","K00671.04","Kepler-208 d","CONFIRMED",11.1317519,0.1629,4.185,94.1,0.008915,1.26617,1.29,0.1015,992,229.32,20.24,17.7,4,6220,4.242,0.02,1.328,1.123,0
"877","K00949.01","Kepler-739 b","CONFIRMED",12.53248465,0.6287,4.0098,1270,0.034158,0.90987,3.37,0.1054,775,85.15,19.62,66.1,1,5997,4.522,-0.22,0.904,0.991,0
"1844","K02594.01","Kepler-1286 b","CONFIRMED",11.25402929,0.0292,4.679,477,0.019944,0.98366,2.43,0.0991,888,147.13,18.74,17,1,5995,4.351,-0.04,1.118,1.022,0
"91","K00150.01","Kepler-112 b","CONFIRMED",8.408876951,0.1335,3.4928,805,0.026028,1.7551,2.72,0.0741,914,164.66,18.72,147.3,2,5763,4.361,-0.56,0.957,0.766,0
"1607","K02148.02","Kepler-363 c","CONFIRMED",7.54233911,0.231,4.768,124,0.010129,0.56042,2.35,0.0819,1295,663.99,11.9,23.9,3,5759,3.891,0.3,2.127,1.284,0
"1071","K01341.01","Kepler-824 b","CONFIRMED",4.51436633,0.1693,2.956,243,0.014322,1.48041,1.88,0.0568,1266,607.73,11.68,28.7,1,6235,4.354,0.12,1.204,1.199,0
"1056","K01314.01","Kepler-815 b","CONFIRMED",8.57503552,0.0218,8.545,165,0.01142,0.12089,4.43,0.0905,1394,893.72,7.774,38.2,1,5048,3.465,-0.03,3.549,1.345,0
"1004","K01218.01","Kepler-795 b","CONFIRMED",29.6193421,0.2532,4.9768,321,0.016324,1.93314,1.76,0.1808,579,26.58,44.76,41.9,1,5616,4.401,-0.04,0.988,0.897,0
"748","K00834.04","Kepler-238 b","CONFIRMED",2.09081565,0.2163,3.375,120,0.00999,0.45192,1.05,0.0326,1404,919.65,4.709,19.7,5,5858,4.495,0.1,0.963,1.056,0
"811","K00892.01","Kepler-716 b","CONFIRMED",10.37168453,0.505,3.0479,1340,0.033999,2.2726,2.79,0.0874,669,47.36,23.47,79.1,2,5174,4.604,-0.12,0.751,0.834,0
"372","K00460.01","Kepler-559 b","CONFIRMED",17.58752333,0.3132,4.3821,1450,0.034719,1.69184,4.17,0.1299,719,63.2,30.24,111.2,2,5602,4.33,0.12,1.1,0.944,0
"629","K00708.02","Kepler-216 b","CONFIRMED",7.69364042,0.6896,5.0934,304,0.016979,0.20781,1.91,0.0785,1003,239.66,8.66,58.1,2,6277,4.449,-0.18,1.031,1.085,0
"1655","K02214.01","Kepler-1146 b","CONFIRMED",2.352265797,0.0542,1.707,341,0.01631,4.18781,1.35,0.0324,1027,262.82,10.7,20.4,1,4816,4.593,0.24,0.757,0.82,0
"1838","K02585.01","Kepler-392 b","CONFIRMED",5.34185804,0.307,3.387,69.7,0.007764,1.02978,1.19,0.0619,1360,807.67,11.58,18.4,3,6474,4.188,-0.3,1.403,1.104,0
"158","K00221.01","Kepler-495 b","CONFIRMED",3.413036221,0.0139,2.60753,4180,0.058343,1.9339,4.55,0.0406,986,223.72,10.5995,487.2,2,5332,4.614,-0.42,0.714,0.766,0
"1945","K02798.01","Kepler-1351 b","CONFIRMED",0.916140768,0.0551,1.1495,102,0.008969,5.27372,0.6,0.0156,1210,507.47,6.16,22.9,1,4374,4.639,-0.34,0.614,0.6,0
"1581","K02111.02","Kepler-360 c","CONFIRMED",7.1864526,0.1018,1.4341,417,0.018768,21.41412,2.11,0.0735,998,234.86,38.81,25.5,2,6052,4.424,-0.12,1.028,1.022,0
"1067","K01336.03","Kepler-58 d","CONFIRMED",40.1014272,0.9337,5.732,617,0.028007,0.14334,3.31,0.2307,583,27.31,23,19.6,4,6100,4.376,-0.12,1.083,1.017,0
"1656","K02218.01","Kepler-373 b","CONFIRMED",5.53532955,0.1376,2.8213,271,0.015052,2.11946,1.38,0.0592,962,202.49,15.09,25,2,5783,4.543,-0.28,0.842,0.904,0
"1184","K01536.01","Kepler-889 b","CONFIRMED",3.744439,0.2732,2.9492,74.7,0.007908,1.13172,1.06,0.0486,1295,665.48,9.43,25.1,1,5849,4.3,0.22,1.225,1.094,0
"2098","K03365.01","Kepler-1480 b","CONFIRMED",22.12679948,0.2604,3.686,436,0.018807,3.56233,2.97,0.1525,721,63.98,45.18,28.6,1,5312,4.103,0.34,1.445,0.963,0
"1815","K02509.01","Kepler-1263 b","CONFIRMED",4.55139967,0.7357,2.491,181,0.013329,0.85021,1.14,0.051,920,169,9.76,18.2,1,5310,4.578,-0.08,0.786,0.853,0
"1414","K01916.02","Kepler-336 c","CONFIRMED",9.59993139,0.4069,4.2543,260,0.01504,0.84775,1.42,0.0866,841,117.97,16.04,48.4,3,6029,4.536,-0.4,0.865,0.938,0
"1447","K01955.03","Kepler-342 e","CONFIRMED",1.644224613,0.3188,2.7822,48.5,0.006474,0.57883,0.83,0.029,1820,2595.74,4.357,21.5,4,6475,4.375,-0.06,1.178,1.2,0
"2140","K03791.01","Kepler-460 b","CONFIRMED",440.786134,0.212,21.268,2270,0.044065,0.41292,6.7,1.1455,308,2.14,161.9,181,2,6340,4.163,-0.38,1.393,1.031,0
"327","K00412.01","Kepler-546 b","CONFIRMED",4.147020258,0.0219,2.8969,3850,0.056443,1.70234,7.43,0.0502,1257,590.84,11.567,410.4,1,5818,4.266,-0.02,1.205,0.977,0
"1535","K02055.02","Kepler-1073 c","CONFIRMED",4.02582254,0.0437,2.7665,276,0.015124,1.67964,1.38,0.048,1055,292.8,11.29,24.1,3,5741,4.556,-0.24,0.833,0.91,0
"1816","K02517.01","Kepler-1264 b","CONFIRMED",0.968526023,0.3216,1.2904,128,0.010509,3.41073,0.99,0.0174,1823,2609.51,5.53,19.6,1,5854,4.438,-0.76,0.867,0.752,0
"1855","K02623.01","Kepler-1293 b","CONFIRMED",5.57654784,0.3714,3.745,58.1,0.007118,0.73873,0.9,0.065,1214,513.18,10.67,14.8,2,6528,4.384,-0.16,1.155,1.177,0
"1718","K02331.01","Kepler-1193 b","CONFIRMED",2.832652134,0.2608,2.3844,116,0.009906,1.64886,1.13,0.0397,1375,846.15,8.88,25.6,1,6072,4.414,-0.08,1.047,1.034,0
"1265","K04458.01",NA,"CANDIDATE",358.818075,0.2611,2.449,715,0.024695,200.43622,2.48,0.9572,262,1.11,1109,12,1,6056,4.47,-0.46,0.918,0.908,1
"1088","K01366.01","Kepler-293 b","CONFIRMED",19.25405306,0.124,4.5725,1030,0.029161,1.81242,3,0.1424,657,44.17,32.87,50.6,2,5798,4.507,0.1,0.941,1.038,0
"1379","K01881.01","Kepler-995 b","CONFIRMED",28.26731672,0.1203,4.5693,1210,0.03121,2.6853,2.7,0.1645,507,15.63,48.41,48.7,1,5239,4.511,-0.26,0.792,0.744,0
"1101","K01409.01","Kepler-837 b","CONFIRMED",16.56059504,0.9025,2.2611,711,0.029022,1.46297,2.71,0.1144,702,57.28,27.7,29.2,1,5818,4.436,-0.82,0.855,0.727,0
"704","K00781.01","Kepler-676 b","CONFIRMED",11.59822172,0.798,2.6256,3190,0.057316,1.80753,3.07,0.0802,400,6.07,23.4,71.1,1,3672,4.765,0.09,0.49,0.51,0
"2192","K04192.01","Kepler-1564 b","CONFIRMED",18.0540381,0.4405,4.409,262,0.014976,1.35961,1.39,0.1326,623,35.72,28.6,17.5,2,5576,4.556,0.02,0.852,0.953,0
"1942","K02792.01","Kepler-1349 b","CONFIRMED",2.12823928,0.0176,3.305,25.7,0.004642,0.51433,0.69,0.0338,1678,1875.33,4.975,24.5,1,5998,4.225,-0.2,1.36,1.14,0
"391","K00480.01","Kepler-570 b","CONFIRMED",4.301662003,0.1786,2.0699,761,0.024992,4.21558,2.36,0.0497,1008,244.48,16.036,105.9,1,5480,4.509,-0.04,0.865,0.881,0
"580","K00664.01","Kepler-206 c","CONFIRMED",13.13745719,0.2236,4.8346,221,0.013552,0.9486,1.57,0.1084,795,94.33,20.53,42.3,3,5762,4.38,0.06,1.06,0.981,0
"1841","K02587.01","Kepler-1283 b","CONFIRMED",12.9460978,0.1671,9.583,221,0.013669,0.12463,1.29,0.1062,764,80.34,10.34,15.3,1,6058,4.54,-0.4,0.867,0.95,0
"2101","K03374.01","Kepler-1483 b","CONFIRMED",9.5085156,0.5652,4.381,104,0.009683,0.56111,1.07,0.0899,937,182.21,13.89,12.6,2,6328,4.456,-0.28,1.013,1.069,0
"727","K00812.02","Kepler-235 d","CONFIRMED",20.06037454,0.4436,3.3264,1660,0.037981,3.80036,1.99,0.1155,350,3.53,43.2,35.4,4,3887,4.783,-0.36,0.48,0.51,0
"1602","K02145.01","Kepler-1119 b","CONFIRMED",8.3265153,0.1445,5.383,283,0.015415,0.45899,1.68,0.0812,938,182.69,11.89,28.8,1,6057,4.45,-0.1,1,1.024,0
"531","K00602.01","Kepler-620 b","CONFIRMED",12.91375431,0.9293,6.042,513,0.025157,0.04117,2.74,0.1053,849,122.66,7.13,40,1,6253,4.41,-0.54,0.997,0.93,0
"397","K00486.01","Kepler-573 b","CONFIRMED",22.18329658,0.0253,5.0606,771,0.025415,1.55582,2.06,0.145,583,27.32,34.333,69.2,1,5843,4.614,-0.7,0.742,0.831,0
"260","K00313.02","Kepler-137 b","CONFIRMED",8.43639364,0.7484,3.2819,357,0.018799,0.66887,1.66,0.0786,756,77.27,13.6,78.3,2,5343,4.58,0.06,0.809,0.907,0
"1930","K02751.01","Kepler-1337 b","CONFIRMED",24.4002549,0.8548,2.875,934,0.032855,1.6892,2.42,0.1441,437,8.64,37.6,21.7,1,4583,4.606,-0.16,0.674,0.669,0
"1050","K01307.01","Kepler-287 c","CONFIRMED",44.8521071,0.9112,3.83,822,0.031699,0.76343,3.5,0.2428,522,17.59,43.3,36.5,2,5800,4.404,-0.08,1.012,0.947,0
"1392","K01895.02","Kepler-331 c","CONFIRMED",17.2811521,0.2371,2.7385,1600,0.036056,7.28232,2.05,0.1063,424,7.66,48.62,32.5,3,4345,4.733,-0.86,0.521,0.535,0
"987","K01198.01","Kepler-275 c","CONFIRMED",16.08831829,0.1373,5.664,658,0.02368,0.78039,3.32,0.1375,881,142.11,22.02,30.6,3,6535,4.348,0.21,1.283,1.339,0
"2080","K03308.01","Kepler-1464 b","CONFIRMED",31.7785901,0.0504,8.056,275,0.015069,0.5344,1.53,0.1803,564,23.96,30.56,24.2,2,5638,4.391,-0.42,0.928,0.773,0
"1667","K02236.02","Kepler-375 b","CONFIRMED",12.12582991,0.3344,3.202,344,0.017091,2.76203,1.58,0.1012,743,72.15,27.8,13.7,2,5821,4.554,-0.22,0.848,0.937,0
"1446","K01955.02","Kepler-342 d","CONFIRMED",39.4571522,0.9635,9.619,234,0.018013,0.01345,2.32,0.2412,631,37.52,10.34,40.3,4,6475,4.375,-0.06,1.178,1.2,0
"25","K00070.04","Kepler-20 e","CONFIRMED",6.09853672,0.5636,2.881,74.8,0.008166,1.26256,0.82,0.0626,927,174.3,13.54,23.3,5,5465,4.449,0.02,0.925,0.876,0
"92","K00150.02","Kepler-112 c","CONFIRMED",28.5742649,0.2589,4.9729,848,0.026821,1.92312,2.8,0.1675,608,32.23,43.62,99.8,2,5763,4.361,-0.56,0.957,0.766,0
"2208","K04276.01","Kepler-1580 b","CONFIRMED",56.6449279,0.3679,15.079,95.6,0.009079,0.11569,1.19,0.2875,550,21.65,26.97,22.5,1,6102,4.273,-0.24,1.201,0.985,0
"625","K00707.03","Kepler-33 e","CONFIRMED",31.78476785,0.0639,8.8081,472,0.019804,0.4139,3.66,0.2029,752,75.59,28.065,59,5,5900,4.022,0,1.694,1.1,0
"2078","K03305.01","Kepler-1462 b","CONFIRMED",65.6488341,0.0242,7.431,1540,0.035295,1.49623,3.16,0.3094,390,5.48,69.86,24.4,1,5436,4.573,0,0.819,0.919,0
"1049","K01306.04","Kepler-286 e","CONFIRMED",29.2215101,0.2,3.833,388,0.018086,4.35378,1.79,0.1857,582,27.18,58.14,13.2,4,5970,4.521,-0.18,0.908,0.996,0
"1074","K01344.01","Kepler-826 b","CONFIRMED",4.48758907,0.0142,2.8308,121,0.010131,1.72518,0.89,0.0512,1043,279.55,12.25,26.2,1,5977,4.578,-0.56,0.801,0.887,0
"504","K00580.01","Kepler-609 b","CONFIRMED",6.521210666,0.5228,2.8091,795,0.026505,1.716,2.6,0.0682,932,178.27,15.68,67.9,1,5822,4.529,-0.06,0.898,0.994,0
"235","K00285.02","Kepler-92 c","CONFIRMED",26.72320599,0.2118,8.5096,195,0.012738,0.35563,2.37,0.186,784,89.14,23.77,71.7,3,5871,4.055,0.17,1.703,1.207,0
"2144","K03848.01","Kepler-1522 b","CONFIRMED",1.847889171,0.2183,1.8934,335,0.016749,2.27158,1.56,0.0289,1383,864.2,7.429,49.4,1,5770,4.552,-0.16,0.853,0.943,0
"87","K00148.01","Kepler-48 b","CONFIRMED",4.778004028,0.4512,2.7495,488,0.020317,1.49306,1.89,0.0547,922,170.81,12.17,114.7,3,5296,4.558,0.3,0.852,0.955,0
"1262","K01687.01","Kepler-928 b","CONFIRMED",3.932461302,0.4939,2.1982,525,0.021127,2.2407,1.8,0.0444,894,151.31,12.24,33.2,1,4841,4.533,0.1,0.779,0.756,0
"604","K00688.01","Kepler-645 b","CONFIRMED",3.275822621,0.1397,2.9721,288,0.015691,1.07958,2.18,0.0442,1527,1284.07,8.492,64.5,1,6449,4.259,-0.28,1.273,1.07,0
"27","K00072.01","Kepler-10 b","CONFIRMED",0.837491331,0.0489,1.8076,192,0.012581,1.28818,1.45,0.0168,1968,3545.07,3.628,205.7,2,5627,4.342,-0.15,1.056,0.895,0
"355","K00442.01","Kepler-157 c","CONFIRMED",13.54056874,0.8358,4.5473,489,0.022833,0.2506,2.33,0.1121,762,79.88,13.44,51.7,3,5988,4.507,-0.12,0.934,1.021,0
"76","K00127.01","Kepler-77 b","CONFIRMED",3.578780551,0.0043,2.90682,11700,0.097823,1.63517,10.43,0.0472,1144,405.36,10.3449,2095.1,1,5705,4.497,0.36,0.976,1.09,0
"1509","K02029.02","Kepler-352 b","CONFIRMED",10.05545337,0.1069,2.773,146,0.010833,4.04207,0.89,0.0856,685,51.99,27.85,23.2,4,5238,4.603,-0.16,0.752,0.836,0
"105","K00157.03","Kepler-11 e","CONFIRMED",31.99550624,0.1117,4.1363,1410,0.034028,4.14292,3.89,0.1921,582,27.17,60.749,126.6,6,5657,4.364,0,1.046,0.921,0
"1102","K01410.01","Kepler-838 b","CONFIRMED",15.74957994,0.6256,4.6942,709,0.025568,0.69062,2.85,0.1266,774,84.8,20.8,42.7,1,6178,4.457,-0.1,1.021,1.088,0
"1969","K02857.02","Kepler-1370 c","CONFIRMED",7.44142113,0.0517,4.731,88.4,0.00863,0.60786,1.2,0.0801,1108,355.96,12.12,13.9,2,6292,4.319,0.16,1.276,1.245,0
"706","K00783.01","Kepler-678 b","CONFIRMED",7.27503724,0.4649,7.5206,3150,0.051836,0.1231,4.91,0.0732,833,113.64,7.01,322.7,1,5485,4.556,0.21,0.867,0.986,0
"1043","K01304.01","Kepler-810 b","CONFIRMED",4.59725385,0.3034,2.823,326,0.016655,1.58179,1.74,0.055,1105,352.4,12.09,16.2,1,5999,4.494,-0.06,0.959,1.045,0
"956","K01113.02","Kepler-268 c","CONFIRMED",83.4463335,0.0056,6.521,494,0.020437,2.69729,2.52,0.3835,479,12.43,99.761,36.5,2,6322,4.364,-0.12,1.131,1.074,0
